"","RF","SPR"
"result.3930",36,12
"result.3931",34,13
"result.3932",36,12
"result.3933",36,13
"result.3934",36,13
"result.3935",36,13
"result.3936",36,13
"result.3937",36,13
"result.3938",36,11
"result.3939",34,10
"result.3940",36,13
"result.3941",34,12
"result.3942",34,11
"result.3943",36,13
"result.3944",36,12
"result.3945",36,10
"result.3946",36,12
"result.3947",36,11
"result.3948",36,12
"result.3949",36,12
"result.3950",36,12
"result.3951",36,12
"result.3952",36,12
"result.3953",34,11
"result.3954",36,12
"result.3955",36,13
"result.3956",34,12
"result.3957",36,13
"result.3958",36,13
"result.3959",34,12
"result.3960",36,13
"result.3961",34,12
"result.3962",36,12
"result.3963",36,12
"result.3964",34,11
"result.3965",36,13
"result.3966",36,12
"result.3967",36,13
"result.3968",34,12
"result.3969",36,12
"result.3970",32,11
"result.3971",36,12
"result.3972",36,11
"result.3973",34,13
"result.3974",36,13
"result.3975",36,13
"result.3976",34,12
"result.3977",36,12
"result.3978",36,12
"result.3979",36,13
"result.3980",36,11
"result.3981",36,13
"result.3982",36,12
"result.3983",36,13
"result.3984",36,13
"result.3985",34,12
"result.3986",36,13
"result.3987",34,11
"result.3988",36,13
"result.3989",36,13
"result.3990",36,13
"result.3991",36,12
"result.3992",36,13
"result.3993",34,12
"result.3994",36,12
"result.3995",36,12
"result.3996",36,13
"result.3997",36,13
"result.3998",34,13
"result.3999",36,14
"result.4000",34,12
"result.4001",36,13
"result.4002",36,13
"result.4003",36,13
"result.4004",36,12
"result.4005",36,12
"result.4006",34,13
"result.4007",36,13
"result.4008",36,12
"result.4009",36,11
"result.4010",36,12
"result.4011",36,12
"result.4012",36,13
"result.4013",36,12
"result.4014",34,12
"result.4015",36,13
"result.4016",36,13
"result.4017",36,13
"result.4018",36,12
"result.4019",36,13
"result.4020",36,12
"result.4021",36,13
"result.4022",36,12
"result.4023",36,13
"result.4024",36,14
"result.4025",36,13
"result.4026",36,13
"result.4027",36,12
"result.4028",34,12
"result.4029",36,11
"result.4030",36,13
"result.4031",36,13
"result.4032",34,11
"result.4033",34,10
"result.4034",36,12
"result.4035",36,13
"result.4036",36,12
"result.4037",36,13
"result.4038",36,12
"result.4039",36,12
"result.4040",36,12
"result.4041",36,12
"result.4042",36,13
"result.4043",36,13
"result.4044",34,12
"result.4045",34,11
"result.4046",36,11
"result.4047",36,12
"result.4048",36,12
"result.4049",34,10
"result.4050",36,12
"result.4051",34,11
"result.4052",36,12
"result.4053",34,13
"result.4054",36,13
"result.4055",36,12
"result.4056",36,13
"result.4057",36,12
"result.4058",36,13
"result.4059",36,11
"result.4060",36,12
"result.4061",36,12
"result.4062",36,12
"result.4063",36,12
"result.4064",36,13
"result.4065",36,13
"result.4066",36,12
"result.4067",36,13
"result.4068",36,13
"result.4069",36,12
"result.4070",36,12
"result.4071",36,13
"result.4072",36,13
"result.4073",36,12
"result.4074",36,12
"result.4075",36,13
"result.4076",36,13
"result.4077",36,13
"result.4078",36,12
"result.4079",36,13
"result.4080",36,12
"result.4081",36,12
"result.4082",36,11
"result.4083",36,13
"result.4084",34,11
"result.4085",34,11
"result.4086",36,11
"result.4087",36,12
"result.4088",36,14
"result.4089",36,12
"result.4090",36,12
"result.4091",36,12
"result.4092",36,12
"result.4093",36,11
"result.4094",36,11
"result.4095",36,13
"result.4096",36,12
"result.4097",36,12
"result.4098",36,12
"result.4099",34,10
"result.4100",34,11
"result.4101",36,12
"result.4102",34,11
"result.4103",36,12
"result.4104",36,12
"result.4105",36,13
"result.4106",36,12
"result.4107",34,11
"result.4108",36,13
"result.4109",36,13
"result.4110",36,11
"result.4111",34,11
"result.4112",34,11
"result.4113",36,11
"result.4114",36,11
"result.4115",36,12
"result.4116",36,12
"result.4117",34,12
"result.4118",36,12
"result.4119",36,13
"result.4120",36,12
"result.4121",36,12
"result.4122",36,13
"result.4123",34,12
"result.4124",36,12
"result.4125",36,14
"result.4126",34,11
"result.4127",36,13
"result.4128",36,13
"result.4129",36,11
"result.4130",36,12
"result.4131",36,13
"result.4132",36,12
"result.4133",36,13
"result.4134",34,11
"result.4135",36,13
"result.4136",36,12
"result.4137",36,12
"result.4138",36,11
"result.4139",36,11
"result.4140",36,13
"result.4141",36,12
"result.4142",36,12
"result.4143",36,12
"result.4144",34,11
"result.4145",36,13
"result.4146",36,13
"result.4147",34,12
"result.4148",36,12
"result.4149",36,13
"result.4150",36,13
"result.4151",36,11
"result.4152",36,13
"result.4153",36,12
"result.4154",36,13
"result.4155",36,11
"result.4156",36,12
"result.4157",36,13
"result.4158",36,12
"result.4159",36,13
"result.4160",36,13
"result.4161",36,12
"result.4162",36,11
"result.4163",36,12
"result.4164",36,12
"result.4165",36,12
"result.4166",34,12
"result.4167",36,13
"result.4168",36,12
"result.4169",36,12
"result.4170",36,14
"result.4171",36,12
"result.4172",36,12
"result.4173",34,13
"result.4174",34,13
"result.4175",32,11
"result.4176",36,12
"result.4177",36,13
"result.4178",34,12
"result.4179",36,11
"result.4180",36,11
"result.4181",32,11
"result.4182",36,12
"result.4183",36,12
"result.4184",36,12
"result.4185",36,12
"result.4186",36,13
"result.4187",36,11
"result.4188",36,12
"result.4189",36,11
"result.4190",36,14
"result.4191",34,12
"result.4192",34,12
"result.4193",34,11
"result.4194",34,12
"result.4195",36,12
"result.4196",36,12
"result.4197",36,11
"result.4198",36,13
"result.4199",36,12
"result.4200",36,12
"result.4201",36,11
"result.4202",36,13
"result.4203",34,12
"result.4204",36,14
"result.4205",36,12
"result.4206",36,12
"result.4207",34,13
"result.4208",36,12
"result.4209",36,13
"result.4210",36,13
"result.4211",32,11
"result.4212",36,10
"result.4213",34,11
"result.4214",36,12
"result.4215",32,11
"result.4216",36,12
"result.4217",34,11
"result.4218",36,12
"result.4219",36,11
"result.4220",36,12
"result.4221",34,11
"result.4222",36,12
"result.4223",34,13
"result.4224",36,12
"result.4225",36,13
"result.4226",36,12
"result.4227",32,11
"result.4228",36,13
"result.4229",36,14
"result.4230",36,12
"result.4231",36,12
"result.4232",36,13
"result.4233",36,12
"result.4234",36,12
"result.4235",36,12
"result.4236",34,12
"result.4237",36,13
"result.4238",34,11
"result.4239",36,12
"result.4240",36,11
"result.4241",36,13
"result.4242",34,12
"result.4243",36,12
"result.4244",36,12
"result.4245",32,11
"result.4246",36,13
"result.4247",36,12
"result.4248",36,13
"result.4249",36,13
"result.4250",34,11
"result.4251",34,12
"result.4252",36,12
"result.4253",36,12
"result.4254",36,13
"result.4255",36,11
"result.4256",36,12
"result.4257",36,12
"result.4258",36,13
"result.4259",36,11
"result.4260",36,11
"result.4261",36,12
"result.4262",34,11
"result.4263",36,12
"result.4264",36,13
"result.4265",36,12
"result.4266",36,12
"result.4267",36,12
"result.4268",36,12
"result.4269",36,12
"result.4270",36,13
"result.4271",36,12
"result.4272",36,13
"result.4273",36,13
"result.4274",36,12
"result.4275",36,12
"result.4276",36,13
"result.4277",36,13
"result.4278",36,11
"result.4279",36,12
"result.4280",36,11
"result.4281",36,13
"result.4282",36,13
"result.4283",36,13
"result.4284",36,12
"result.4285",36,13
"result.4286",36,13
"result.4287",36,11
"result.4288",34,11
"result.4289",36,12
"result.4290",36,13
"result.4291",36,13
"result.4292",36,13
"result.4293",36,13
"result.4294",36,12
"result.4295",36,13
"result.4296",36,13
"result.4297",36,11
"result.4298",32,11
"result.4299",36,13
"result.4300",36,12
"result.4301",36,12
"result.4302",36,10
"result.4303",36,13
"result.4304",36,12
"result.4305",36,12
"result.4306",36,11
"result.4307",36,10
"result.4308",36,12
"result.4309",36,12
"result.4310",36,13
"result.4311",36,13
"result.4312",36,12
"result.4313",36,12
"result.4314",36,12
"result.4315",36,13
"result.4316",36,13
"result.4317",36,12
"result.4318",36,12
"result.4319",36,13
"result.4320",36,13
"result.4321",36,13
"result.4322",36,12
"result.4323",36,13
"result.4324",36,11
"result.4325",36,13
"result.4326",36,13
"result.4327",36,13
"result.4328",34,11
"result.4329",36,11
"result.4330",34,11
"result.4331",36,13
"result.4332",36,13
"result.4333",36,12
"result.4334",36,12
"result.4335",34,12
"result.4336",36,11
"result.4337",34,10
"result.4338",36,12
"result.4339",36,12
"result.4340",36,12
"result.4341",36,12
"result.4342",36,13
"result.4343",36,12
"result.4344",36,12
"result.4345",36,13
"result.4346",36,13
"result.4347",36,12
"result.4348",36,12
"result.4349",36,13
"result.4350",36,12
"result.4351",36,14
"result.4352",36,12
"result.4353",34,11
"result.4354",34,11
"result.4355",36,13
"result.4356",36,13
"result.4357",36,13
"result.4358",32,11
"result.4359",36,13
"result.4360",36,12
"result.4361",36,11
"result.4362",36,12
"result.4363",34,11
"result.4364",34,13
"result.4365",36,13
"result.4366",36,12
"result.4367",36,13
"result.4368",36,13
"result.4369",36,11
"result.4370",36,11
"result.4371",36,13
"result.4372",36,13
"result.4373",36,12
"result.4374",36,13
"result.4375",36,13
"result.4376",34,11
"result.4377",34,11
"result.4378",36,12
"result.4379",34,12
"result.4380",36,11
"result.4381",36,12
"result.4382",36,12
"result.4383",36,13
"result.4384",36,13
"result.4385",34,12
"result.4386",36,12
"result.4387",36,12
"result.4388",36,11
"result.4389",34,12
"result.4390",36,14
"result.4391",34,12
"result.4392",36,13
"result.4393",36,12
"result.4394",36,13
"result.4395",34,11
"result.4396",36,12
"result.4397",36,13
"result.4398",36,12
"result.4399",36,13
"result.4400",36,12
"result.4401",36,12
"result.4402",36,13
"result.4403",36,13
"result.4404",36,12
"result.4405",36,13
"result.4406",34,11
"result.4407",36,12
"result.4408",36,11
"result.4409",34,11
"result.4410",34,12
"result.4411",36,13
"result.4412",36,13
"result.4413",36,12
"result.4414",36,12
"result.4415",36,13
"result.4416",34,11
"result.4417",36,11
"result.4418",36,12
"result.4419",36,13
"result.4420",36,14
"result.4421",34,12
"result.4422",36,13
"result.4423",36,12
"result.4424",36,14
"result.4425",36,13
"result.4426",36,12
"result.4427",36,14
"result.4428",36,13
"result.4429",36,13
"result.4430",36,13
"result.4431",36,13
"result.4432",36,13
"result.4433",36,12
"result.4434",36,12
"result.4435",34,11
"result.4436",36,13
"result.4437",36,13
"result.4438",36,13
"result.4439",36,13
"result.4440",36,13
"result.4441",34,12
"result.4442",36,12
"result.4443",34,12
"result.4444",36,11
"result.4445",36,14
"result.4446",36,12
"result.4447",36,12
"result.4448",36,11
"result.4449",36,12
"result.4450",36,13
"result.4451",34,12
"result.4452",36,13
"result.4453",34,12
"result.4454",36,11
"result.4455",36,12
"result.4456",36,12
"result.4457",36,11
"result.4458",34,11
"result.4459",32,11
"result.4460",34,11
"result.4461",32,10
"result.4462",36,12
"result.4463",36,13
"result.4464",36,12
"result.4465",36,12
"result.4466",36,13
"result.4467",36,12
"result.4468",34,12
"result.4469",36,13
"result.4470",34,10
"result.4471",34,12
"result.4472",34,12
"result.4473",36,12
"result.4474",36,12
"result.4475",36,13
"result.4476",36,13
"result.4477",36,13
"result.4478",36,12
"result.4479",36,12
"result.4480",34,11
"result.4481",36,11
"result.4482",34,12
"result.4483",36,13
"result.4484",36,12
"result.4485",36,13
"result.4486",34,11
"result.4487",34,12
"result.4488",36,13
"result.4489",32,11
"result.4490",34,11
"result.4491",36,13
"result.4492",36,12
"result.4493",36,13
"result.4494",36,11
"result.4495",36,12
"result.4496",36,12
"result.4497",36,13
"result.4498",32,11
"result.4499",36,11
"result.4500",36,13
"result.4501",36,12
"result.4502",36,13
"result.4503",36,12
"result.4504",36,12
"result.4505",36,11
"result.4506",34,12
"result.4507",36,13
"result.4508",36,11
"result.4509",30,10
"result.4510",34,12
"result.4511",36,12
"result.4512",34,11
"result.4513",36,10
"result.4514",34,12
"result.4515",36,13
"result.4516",36,12
"result.4517",34,13
"result.4518",34,12
"result.4519",36,12
"result.4520",34,12
"result.4521",36,13
"result.4522",36,12
"result.4523",36,13
"result.4524",36,12
"result.4525",36,12
"result.4526",34,13
"result.4527",36,12
"result.4528",36,13
"result.4529",32,11
"result.4530",36,13
"result.4531",36,12
"result.4532",36,12
"result.4533",36,11
"result.4534",34,12
"result.4535",34,10
"result.4536",36,13
"result.4537",36,14
"result.4538",36,13
"result.4539",36,13
"result.4540",36,12
"result.4541",36,12
"result.4542",34,11
"result.4543",36,13
"result.4544",36,11
"result.4545",36,12
"result.4546",36,12
"result.4547",34,13
"result.4548",34,11
"result.4549",34,12
"result.4550",36,13
"result.4551",36,12
"result.4552",36,12
"result.4553",34,11
"result.4554",36,13
"result.4555",36,13
"result.4556",32,10
"result.4557",34,11
"result.4558",36,12
"result.4559",36,14
"result.4560",36,13
"result.4561",36,11
"result.4562",34,12
"result.4563",36,12
"result.4564",36,12
"result.4565",36,13
"result.4566",36,12
"result.4567",36,12
"result.4568",34,12
"result.4569",36,13
"result.4570",36,12
"result.4571",36,12
"result.4572",36,12
"result.4573",36,13
"result.4574",36,12
"result.4575",36,12
"result.4576",36,12
"result.4577",34,12
"result.4578",36,11
"result.4579",36,13
"result.4580",36,12
"result.4581",36,11
"result.4582",34,12
"result.4583",34,12
"result.4584",34,12
"result.4585",34,12
"result.4586",36,12
"result.4587",34,12
"result.4588",36,13
"result.4589",36,12
"result.4590",36,12
"result.4591",34,12
"result.4592",36,11
"result.4593",34,11
"result.4594",36,12
"result.4595",36,13
"result.4596",36,13
"result.4597",36,13
"result.4598",36,11
"result.4599",36,13
"result.4600",34,11
"result.4601",36,11
"result.4602",36,13
"result.4603",36,13
"result.4604",32,12
"result.4605",36,12
"result.4606",36,12
"result.4607",36,11
"result.4608",36,12
"result.4609",36,12
"result.4610",36,12
"result.4611",36,13
"result.4612",36,11
"result.4613",34,12
"result.4614",36,13
"result.4615",36,13
"result.4616",36,12
"result.4617",36,12
"result.4618",36,12
"result.4619",34,13
"result.4620",36,13
"result.4621",36,13
"result.4622",34,11
"result.4623",36,13
"result.4624",36,10
"result.4625",36,13
"result.4626",36,13
"result.4627",34,12
"result.4628",36,13
"result.4629",34,12
"result.4630",34,12
"result.4631",36,12
"result.4632",32,12
"result.4633",34,12
"result.4634",34,11
"result.4635",36,13
"result.4636",34,11
"result.4637",36,11
"result.4638",36,12
"result.4639",36,13
"result.4640",36,12
"result.4641",36,11
"result.4642",36,12
"result.4643",36,12
"result.4644",36,12
"result.4645",36,13
"result.4646",36,12
"result.4647",36,14
"result.4648",36,12
"result.4649",36,13
"result.4650",36,13
"result.4651",36,12
"result.4652",36,13
"result.4653",36,13
"result.4654",34,12
"result.4655",36,11
"result.4656",36,13
"result.4657",34,12
"result.4658",36,13
"result.4659",36,12
"result.4660",36,12
"result.4661",36,12
"result.4662",36,12
"result.4663",36,11
"result.4664",34,12
"result.4665",36,12
"result.4666",36,12
"result.4667",34,11
"result.4668",36,10
"result.4669",36,12
"result.4670",36,11
"result.4671",36,12
"result.4672",34,13
"result.4673",36,13
"result.4674",36,12
"result.4675",36,12
"result.4676",36,12
"result.4677",36,13
"result.4678",36,12
"result.4679",36,13
"result.4680",36,14
"result.4681",36,12
"result.4682",34,11
"result.4683",36,13
"result.4684",36,12
"result.4685",36,12
"result.4686",36,12
"result.4687",36,13
"result.4688",36,12
"result.4689",34,11
"result.4690",36,12
"result.4691",36,12
"result.4692",36,13
"result.4693",34,12
"result.4694",36,12
"result.4695",36,13
"result.4696",34,11
"result.4697",36,13
"result.4698",36,12
"result.4699",36,12
"result.4700",36,12
"result.4701",36,12
"result.4702",36,13
"result.4703",36,13
"result.4704",36,12
"result.4705",36,12
"result.4706",36,14
"result.4707",34,11
"result.4708",36,12
"result.4709",36,13
"result.4710",36,13
"result.4711",36,13
"result.4712",36,12
"result.4713",36,12
"result.4714",30,10
"result.4715",36,13
"result.4716",36,12
"result.4717",36,12
"result.4718",34,12
"result.4719",36,13
"result.4720",36,12
"result.4721",34,12
"result.4722",36,11
"result.4723",34,9
"result.4724",36,13
"result.4725",36,11
"result.4726",34,11
"result.4727",34,11
"result.4728",36,13
"result.4729",36,12
"result.4730",36,13
"result.4731",36,12
"result.4732",36,13
"result.4733",34,12
"result.4734",34,11
"result.4735",36,12
"result.4736",36,14
"result.4737",36,12
"result.4738",36,12
"result.4739",36,13
"result.4740",36,12
"result.4741",36,11
"result.4742",36,12
"result.4743",36,12
"result.4744",36,12
"result.4745",36,13
"result.4746",34,11
"result.4747",36,11
"result.4748",36,11
"result.4749",36,13
"result.4750",34,11
"result.4751",34,12
"result.4752",34,12
"result.4753",36,12
"result.4754",34,12
"result.4755",36,11
"result.4756",36,12
"result.4757",34,12
"result.4758",34,12
"result.4759",36,12
"result.4760",34,12
"result.4761",36,13
"result.4762",36,13
"result.4763",34,11
"result.4764",36,12
"result.4765",36,12
"result.4766",36,12
"result.4767",36,12
"result.4768",36,11
"result.4769",36,11
"result.4770",36,13
"result.4771",36,13
"result.4772",34,11
"result.4773",36,13
"result.4774",36,12
"result.4775",32,12
"result.4776",36,13
"result.4777",36,12
"result.4778",36,14
"result.4779",36,13
"result.4780",36,12
"result.4781",36,12
